filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
eva_4.jpg,618591,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":640,""y"":398,""width"":369,""height"":300}","{""name"":""hardhat"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_4.jpg,618591,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":1586,""y"":360,""width"":352,""height"":262}","{""name"":""hardhat"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_4.jpg,618591,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":199,""y"":827,""width"":793,""height"":876}","{""name"":""vest"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_4.jpg,618591,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":1415,""y"":810,""width"":657,""height"":885}","{""name"":""vest"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_5.jpg,198090,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":246,""y"":161,""width"":407,""height"":307}","{""name"":""hardhat"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_5.jpg,198090,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":348,""y"":498,""width"":255,""height"":205}","{""name"":""mask"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_6.jpg,82212,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":330,""y"":36,""width"":346,""height"":215}","{""name"":""hardhat"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_6.jpg,82212,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":422,""y"":329,""width"":179,""height"":198}","{""name"":""mask"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_7.png,1420479,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":279,""y"":276,""width"":266,""height"":281}","{""name"":""mask"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_7.png,1420479,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":171,""y"":-1,""width"":674,""height"":276}","{""name"":""hardhat"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_8.jpg,88770,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":546,""y"":326,""width"":370,""height"":338}","{""name"":""vest"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_8.jpg,88770,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""rect"",""x"":639,""y"":161,""width"":164,""height"":102}","{""name"":""mask"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_8.jpg,88770,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""rect"",""x"":602,""y"":24,""width"":222,""height"":132}","{""name"":""hardhat"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_9.jpg,105837,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",8,0,"{""name"":""rect"",""x"":71,""y"":126,""width"":99,""height"":125}","{""name"":""mask"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_9.jpg,105837,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",8,1,"{""name"":""rect"",""x"":227,""y"":170,""width"":103,""height"":116}","{""name"":""mask"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_9.jpg,105837,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",8,2,"{""name"":""rect"",""x"":454,""y"":226,""width"":169,""height"":129}","{""name"":""mask"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_9.jpg,105837,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",8,3,"{""name"":""rect"",""x"":739,""y"":106,""width"":84,""height"":85}","{""name"":""mask"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_9.jpg,105837,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",8,4,"{""name"":""rect"",""x"":727,""y"":5,""width"":151,""height"":91}","{""name"":""hardhat"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_9.jpg,105837,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",8,5,"{""name"":""rect"",""x"":415,""y"":60,""width"":223,""height"":157}","{""name"":""hardhat"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_9.jpg,105837,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",8,6,"{""name"":""rect"",""x"":5,""y"":21,""width"":211,""height"":120}","{""name"":""hardhat"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_9.jpg,105837,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",8,7,"{""name"":""rect"",""x"":191,""y"":60,""width"":162,""height"":94}","{""name"":""hardhat"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_10.jpg,52318,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":271,""y"":137,""width"":91,""height"":75}","{""name"":""mask"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_10.jpg,52318,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""rect"",""x"":244,""y"":30,""width"":133,""height"":86}","{""name"":""hardhat"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_10.jpg,52318,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""rect"",""x"":190,""y"":226,""width"":255,""height"":184}","{""name"":""vest"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_11.jpg,38100,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":290,""y"":193,""width"":220,""height"":223}","{""name"":""vest"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_11.jpg,38100,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""rect"",""x"":331,""y"":108,""width"":94,""height"":72}","{""name"":""mask"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_11.jpg,38100,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""rect"",""x"":319,""y"":14,""width"":145,""height"":92}","{""name"":""hardhat"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_12.jpg,171588,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":427,""y"":258,""width"":69,""height"":64}","{""name"":""hardhat"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_12.jpg,171588,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":547,""y"":165,""width"":72,""height"":68}","{""name"":""hardhat"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_12.jpg,171588,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":390,""y"":332,""width"":105,""height"":143}","{""name"":""vest"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_12.jpg,171588,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":536,""y"":78,""width"":108,""height"":87}","{""name"":""vest"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_13.jpg,148112,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":370,""y"":401,""width"":80,""height"":129}","{""name"":""hardhat"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_13.jpg,148112,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":429,""y"":215,""width"":202,""height"":313}","{""name"":""vest"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_14.jpg,17142,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",5,0,"{""name"":""rect"",""x"":113,""y"":17,""width"":35,""height"":19}","{""name"":""hardhat"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_14.jpg,17142,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",5,1,"{""name"":""rect"",""x"":96,""y"":215,""width"":27,""height"":31}","{""name"":""boots"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_14.jpg,17142,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",5,2,"{""name"":""rect"",""x"":138,""y"":212,""width"":23,""height"":35}","{""name"":""boots"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_14.jpg,17142,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",5,3,"{""name"":""rect"",""x"":99,""y"":58,""width"":62,""height"":85}","{""name"":""vest"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_14.jpg,17142,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",5,4,"{""name"":""rect"",""x"":119,""y"":39,""width"":27,""height"":15}","{""name"":""mask"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_15.jpg,281027,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":614,""y"":227,""width"":183,""height"":176}","{""name"":""mask"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_15.jpg,281027,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":589,""y"":3,""width"":312,""height"":199}","{""name"":""hardhat"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_16.jpg,38802,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",18,0,"{""name"":""rect"",""x"":74,""y"":99,""width"":41,""height"":21}","{""name"":""hardhat"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_16.jpg,38802,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",18,1,"{""name"":""rect"",""x"":130,""y"":98,""width"":33,""height"":20}","{""name"":""hardhat"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_16.jpg,38802,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",18,2,"{""name"":""rect"",""x"":140,""y"":177,""width"":36,""height"":23}","{""name"":""hardhat"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_16.jpg,38802,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",18,3,"{""name"":""rect"",""x"":220,""y"":172,""width"":46,""height"":26}","{""name"":""hardhat"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_16.jpg,38802,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",18,4,"{""name"":""rect"",""x"":341,""y"":86,""width"":29,""height"":26}","{""name"":""hardhat"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_16.jpg,38802,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",18,5,"{""name"":""rect"",""x"":171,""y"":97,""width"":28,""height"":21}","{""name"":""hardhat"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_16.jpg,38802,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",18,6,"{""name"":""rect"",""x"":215,""y"":93,""width"":33,""height"":20}","{""name"":""hardhat"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_16.jpg,38802,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",18,7,"{""name"":""rect"",""x"":264,""y"":91,""width"":33,""height"":25}","{""name"":""hardhat"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_16.jpg,38802,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",18,8,"{""name"":""rect"",""x"":311,""y"":95,""width"":29,""height"":18}","{""name"":""hardhat"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_16.jpg,38802,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",18,9,"{""name"":""rect"",""x"":63,""y"":141,""width"":52,""height"":73}","{""name"":""vest"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_16.jpg,38802,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",18,10,"{""name"":""rect"",""x"":115,""y"":128,""width"":54,""height"":57}","{""name"":""vest"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_16.jpg,38802,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",18,11,"{""name"":""rect"",""x"":217,""y"":217,""width"":62,""height"":65}","{""name"":""vest"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_16.jpg,38802,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",18,12,"{""name"":""rect"",""x"":122,""y"":210,""width"":61,""height"":71}","{""name"":""vest"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_16.jpg,38802,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",18,13,"{""name"":""rect"",""x"":164,""y"":134,""width"":48,""height"":67}","{""name"":""vest"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_16.jpg,38802,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",18,14,"{""name"":""rect"",""x"":207,""y"":126,""width"":50,""height"":67}","{""name"":""vest"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_16.jpg,38802,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",18,15,"{""name"":""rect"",""x"":260,""y"":131,""width"":43,""height"":72}","{""name"":""vest"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_16.jpg,38802,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",18,16,"{""name"":""rect"",""x"":309,""y"":128,""width"":41,""height"":79}","{""name"":""vest"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_16.jpg,38802,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",18,17,"{""name"":""rect"",""x"":344,""y"":127,""width"":39,""height"":81}","{""name"":""vest"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_17.jpg,200266,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":279,""y"":33,""width"":163,""height"":116}","{""name"":""hardhat"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_17.jpg,200266,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":146,""y"":222,""width"":339,""height"":349}","{""name"":""vest"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_18.jpg,52588,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":73,""y"":100,""width"":163,""height"":225}","{""name"":""vest"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_18.jpg,52588,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""rect"",""x"":164,""y"":28,""width"":39,""height"":51}","{""name"":""mask"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_18.jpg,52588,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""rect"",""x"":73,""y"":0,""width"":126,""height"":26}","{""name"":""hardhat"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_19.jpg,483609,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":434,""y"":363,""width"":555,""height"":814}","{""name"":""vest"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_20.jpg,718849,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":315,""y"":0,""width"":231,""height"":166}","{""name"":""hardhat"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_20.jpg,718849,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":108,""y"":184,""width"":409,""height"":377}","{""name"":""vest"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_21.jpg,271151,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":214,""y"":4,""width"":296,""height"":223}","{""name"":""hardhat"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_21.jpg,271151,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":209,""y"":254,""width"":377,""height"":491}","{""name"":""vest"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_22.jpg,178538,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,0,"{""name"":""rect"",""x"":523,""y"":311,""width"":200,""height"":518}","{""name"":""boots"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_22.jpg,178538,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,1,"{""name"":""rect"",""x"":836,""y"":293,""width"":238,""height"":488}","{""name"":""boots"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_22.jpg,178538,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,2,"{""name"":""rect"",""x"":29,""y"":120,""width"":212,""height"":414}","{""name"":""boots"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_22.jpg,178538,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,3,"{""name"":""rect"",""x"":308,""y"":92,""width"":236,""height"":426}","{""name"":""boots"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_22.jpg,178538,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,4,"{""name"":""rect"",""x"":734,""y"":219,""width"":169,""height"":304}","{""name"":""boots"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_22.jpg,178538,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,5,"{""name"":""rect"",""x"":2,""y"":21,""width"":115,""height"":366}","{""name"":""boots"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_22.jpg,178538,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,6,"{""name"":""rect"",""x"":446,""y"":39,""width"":128,""height"":303}","{""name"":""boots"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_23.jpg,634926,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,0,"{""name"":""rect"",""x"":458,""y"":34,""width"":75,""height"":87}","{""name"":""hardhat"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_23.jpg,634926,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,1,"{""name"":""rect"",""x"":71,""y"":280,""width"":33,""height"":43}","{""name"":""hardhat"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_23.jpg,634926,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,2,"{""name"":""rect"",""x"":440,""y"":84,""width"":139,""height"":179}","{""name"":""vest"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_23.jpg,634926,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,3,"{""name"":""rect"",""x"":388,""y"":486,""width"":70,""height"":47}","{""name"":""boots"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_23.jpg,634926,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,4,"{""name"":""rect"",""x"":597,""y"":475,""width"":62,""height"":48}","{""name"":""boots"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_23.jpg,634926,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,5,"{""name"":""rect"",""x"":134,""y"":436,""width"":24,""height"":24}","{""name"":""boots"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_23.jpg,634926,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,6,"{""name"":""rect"",""x"":102,""y"":430,""width"":38,""height"":24}","{""name"":""boots"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_24.jpg,236362,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":85,""y"":93,""width"":758,""height"":795}","{""name"":""boots"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_24.jpg,236362,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":786,""y"":49,""width"":563,""height"":640}","{""name"":""boots"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_25.jpg,126899,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",12,0,"{""name"":""rect"",""x"":4,""y"":271,""width"":48,""height"":257}","{""name"":""boots"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_25.jpg,126899,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",12,1,"{""name"":""rect"",""x"":50,""y"":310,""width"":151,""height"":293}","{""name"":""boots"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_25.jpg,126899,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",12,2,"{""name"":""rect"",""x"":208,""y"":284,""width"":164,""height"":304}","{""name"":""boots"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_25.jpg,126899,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",12,3,"{""name"":""rect"",""x"":849,""y"":230,""width"":121,""height"":263}","{""name"":""boots"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_25.jpg,126899,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",12,4,"{""name"":""rect"",""x"":315,""y"":279,""width"":165,""height"":266}","{""name"":""boots"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
eva_25.jpg,126899,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",12,5,"{""name"":""rect"",""x"":603,""y"":219,""width"":174,""height"":269}","{""name"":""boots"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
